,item,score,user,rank,Algorithm
6468,433625,1.0554519657589543,125388,12,itemItemSum
6469,181386,1.0548787103080588,125388,13,itemItemSum
6470,65785,1.0332250573575468,125388,14,itemItemSum
6471,335566,1.032790976557487,125388,15,itemItemSum
6472,376858,1.0148784918474931,125388,16,itemItemSum
6473,318203,1.0073617970171287,125388,17,itemItemSum
6474,218924,1.0019954253122942,125388,18,itemItemSum
6475,456995,0.9916769902877887,125388,19,itemItemSum
6476,277324,0.9789675623841094,125388,20,itemItemSum
6477,212298,0.9789667593725992,125388,21,itemItemSum
6478,253289,0.971994820391092,125388,22,itemItemSum
6479,58730,0.9683187400231641,125388,23,itemItemSum
6480,225076,0.9508576118196365,125388,24,itemItemSum
6481,184346,0.950002956712717,125388,25,itemItemSum
6482,272173,0.9474811713732553,125388,26,itemItemSum
6483,373409,0.9441718929003834,125388,27,itemItemSum
6484,430354,0.9407106740245383,125388,28,itemItemSum
6485,263386,0.937770060194456,125388,29,itemItemSum
6486,208461,0.9330397039153598,125388,30,itemItemSum
6487,60227,0.9305971241621867,125388,31,itemItemSum
6488,103136,0.9291742500087767,125388,32,itemItemSum
6489,56184,0.9277449796462092,125388,33,itemItemSum
6490,269785,0.9238786316065338,125388,34,itemItemSum
6491,254185,0.9181304142967462,125388,35,itemItemSum
6492,242722,0.9104634811547043,125388,36,itemItemSum
6493,257713,0.909865774821993,125388,37,itemItemSum
6494,269750,0.9063220496974432,125388,38,itemItemSum
6495,232501,0.8864000681164731,125388,39,itemItemSum
6496,73258,0.8821306847976877,125388,40,itemItemSum
6497,351319,0.8717264554676564,125388,41,itemItemSum
6498,204386,0.8620719345253134,125388,42,itemItemSum
6499,299873,0.8605257930341282,125388,43,itemItemSum
6500,246546,0.8558085160893162,125388,44,itemItemSum
6501,193230,0.841174022921226,125388,45,itemItemSum
6502,229984,0.8355494445874168,125388,46,itemItemSum
6503,93986,0.834629995086703,125388,47,itemItemSum
6504,457033,0.8255177656221819,125388,48,itemItemSum
6505,191999,0.823875533461482,125388,49,itemItemSum
6506,226044,0.8169137125261603,125388,50,itemItemSum
6507,216277,1.2282702902113325,246844,1,itemItemSum
6508,176671,0.975952902155986,246844,2,itemItemSum
6509,231025,0.9275240941281592,246844,3,itemItemSum
6510,203728,0.921244421166178,246844,4,itemItemSum
6511,222998,0.9026547463459358,246844,5,itemItemSum
6512,269483,0.8917404483874357,246844,6,itemItemSum
6513,223829,0.8915608370674467,246844,7,itemItemSum
6514,212118,0.8753136241029248,246844,8,itemItemSum
6515,209963,0.874478268399291,246844,9,itemItemSum
6516,94620,0.8737738411066297,246844,10,itemItemSum
6517,211539,0.8623006878846398,246844,11,itemItemSum
6518,253291,0.8299183002525308,246844,12,itemItemSum
6519,213066,0.807991849769855,246844,13,itemItemSum
6520,71483,0.8063480742129793,246844,14,itemItemSum
6521,271019,0.8061021845020124,246844,15,itemItemSum
6522,284323,0.7987976618127778,246844,16,itemItemSum
6523,202547,0.7944624736040382,246844,17,itemItemSum
6524,47057,0.78336447544392,246844,18,itemItemSum
6525,163973,0.7816909794104245,246844,19,itemItemSum
6526,345806,0.7582846441353643,246844,20,itemItemSum
6527,258994,0.7389249472080761,246844,21,itemItemSum
6528,202648,0.7365080424124224,246844,22,itemItemSum
6529,265900,0.732337380162746,246844,23,itemItemSum
6530,244578,0.7248975437636898,246844,24,itemItemSum
6531,331143,0.7082011165588076,246844,25,itemItemSum
6532,244344,0.666877578652245,246844,26,itemItemSum
6533,232918,0.6655016989171687,246844,27,itemItemSum
6534,250822,0.6413536133733618,246844,28,itemItemSum
6535,505119,0.6112145821365662,246844,29,itemItemSum
6536,13267,0.6086999118700117,246844,30,itemItemSum
6537,340753,0.6023263829533472,246844,31,itemItemSum
6538,249323,0.5878431508449479,246844,32,itemItemSum
6539,214518,0.5854317305389647,246844,33,itemItemSum
6540,171867,0.5840014837615101,246844,34,itemItemSum
6541,241759,0.5381901550499135,246844,35,itemItemSum
6542,155047,0.518703057427613,246844,36,itemItemSum
6543,166279,0.5119537943580795,246844,37,itemItemSum
6544,210661,0.49495320146653154,246844,38,itemItemSum
6545,322606,0.49421435154262294,246844,39,itemItemSum
6546,250764,0.4540460543784752,246844,40,itemItemSum
6547,250282,0.4388550891682258,246844,41,itemItemSum
6548,265892,0.4381836942581644,246844,42,itemItemSum
6549,250284,0.401285250778468,246844,43,itemItemSum
6550,17104,0.3625379735025406,246844,44,itemItemSum
6551,250168,0.3382450407543994,246844,45,itemItemSum
6552,264932,0.28253788023599563,246844,46,itemItemSum
6553,301808,0.2453339453403686,246844,47,itemItemSum
6554,252237,0.23953801833696223,246844,48,itemItemSum
6555,263386,0.2276920626265132,246844,49,itemItemSum
6556,370537,0.22107066056778224,246844,50,itemItemSum
6557,244578,2.1547652411405007,465056,1,itemItemSum
6558,203728,1.3839622669988452,465056,2,itemItemSum
6559,243271,1.3266193030219178,465056,3,itemItemSum
6560,214518,1.313943284860802,465056,4,itemItemSum
6561,222998,1.3056694067262997,465056,5,itemItemSum
6562,254185,1.263099888661092,465056,6,itemItemSum
6563,218924,1.257593823337877,465056,7,itemItemSum
6564,216277,1.2171120770173929,465056,8,itemItemSum
6565,244344,1.2008002005202514,465056,9,itemItemSum
6566,225076,1.1921533774669202,465056,10,itemItemSum
6567,271019,1.1863919231670148,465056,11,itemItemSum
6568,250822,1.178951536037809,465056,12,itemItemSum
6569,250282,1.1674825811263898,465056,13,itemItemSum
6570,163173,1.1647312464908064,465056,14,itemItemSum
6571,212118,1.1307835268153037,465056,15,itemItemSum
6572,373409,1.07470616067143,465056,16,itemItemSum
6573,211539,1.0576547523445945,465056,17,itemItemSum
6574,177981,1.040101654922712,465056,18,itemItemSum
6575,212298,1.0395517563342267,465056,19,itemItemSum
6576,269750,1.0362274451200921,465056,20,itemItemSum
6577,257713,1.0303717526324336,465056,21,itemItemSum
6578,217537,1.0230646074765206,465056,22,itemItemSum
6579,269785,1.007438893699343,465056,23,itemItemSum
6580,178156,1.0022892987547798,465056,24,itemItemSum
6581,280658,0.9918703013668667,465056,25,itemItemSum
6582,253289,0.9825671626477332,465056,26,itemItemSum
6583,318510,0.9726064503192133,465056,27,itemItemSum
6584,58730,0.9637565033596254,465056,28,itemItemSum
6585,288055,0.9595970968499115,465056,29,itemItemSum
6586,261888,0.9557035276724057,465056,30,itemItemSum
6587,181386,0.9389465769314865,465056,31,itemItemSum
6588,284512,0.9287566675902926,465056,32,itemItemSum
6589,199314,0.921321199565952,465056,33,itemItemSum
6590,208461,0.908056727882423,465056,34,itemItemSum
6591,335566,0.908056727882423,465056,35,itemItemSum
6592,277324,0.9060017917431931,465056,36,itemItemSum
6593,370031,0.8965753106463081,465056,37,itemItemSum
6594,263386,0.8897102563253005,465056,38,itemItemSum
6595,59043,0.8826240607711108,465056,39,itemItemSum
6596,241759,0.8690724397858209,465056,40,itemItemSum
6597,93986,0.8614582514244555,465056,41,itemItemSum
6598,430354,0.8614582514244555,465056,42,itemItemSum
6599,505119,0.8377179964692139,465056,43,itemItemSum
6600,228520,0.8294359578633453,465056,44,itemItemSum
6601,220304,0.8003969974374898,465056,45,itemItemSum
6602,213066,0.7707239017641676,465056,46,itemItemSum
6603,253291,0.7707239017641676,465056,47,itemItemSum
6604,114029,0.7703932517806896,465056,48,itemItemSum
6605,197977,0.7703519741520432,465056,49,itemItemSum
6606,162998,0.7649505749940285,465056,50,itemItemSum
6607,253291,1.792008741245647,382999,1,itemItemSum
6608,47057,1.7489428135443725,382999,2,itemItemSum
6609,284323,1.746542132024994,382999,3,itemItemSum
6610,71483,1.6960043706228232,382999,4,itemItemSum
6611,199303,1.6906606203887669,382999,5,itemItemSum
6612,345806,1.6733200530681511,382999,6,itemItemSum
6613,163973,1.656157342421649,382999,7,itemItemSum
6614,258994,1.6460043706228231,382999,8,itemItemSum
6615,265900,1.6329931618554512,382999,9,itemItemSum
6616,202648,1.6325266718163003,382999,10,itemItemSum
6617,202547,1.5999999999999994,382999,11,itemItemSum
6618,331143,1.5491933384829668,382999,12,itemItemSum
6619,232918,1.4772558325025313,382999,13,itemItemSum
6620,306714,1.4767007690423684,382999,14,itemItemSum
6621,265896,1.4000000000000001,382999,15,itemItemSum
6622,160184,1.2649110640673513,382999,16,itemItemSum
6623,166279,1.1915037719664179,382999,17,itemItemSum
6624,216277,1.18673220792786,382999,18,itemItemSum
6625,340753,1.1365703778485783,382999,19,itemItemSum
6626,198884,1.0973452814254347,382999,20,itemItemSum
6627,212298,1.0159443179342342,382999,21,itemItemSum
6628,274733,0.9797958971132704,382999,22,itemItemSum
6629,318203,0.9089981334022511,382999,23,itemItemSum
6630,184346,0.9036961141150639,382999,24,itemItemSum
6631,457033,0.8892120914925632,382999,25,itemItemSum
6632,250282,0.8883589858451423,382999,26,itemItemSum
6633,103136,0.8863694340758529,382999,27,itemItemSum
6634,376858,0.8811812949469762,382999,28,itemItemSum
6635,456995,0.876588480944586,382999,29,itemItemSum
6636,265892,0.8640987597877147,382999,30,itemItemSum
6637,250284,0.8582547802835492,382999,31,itemItemSum
6638,299873,0.8466240230247919,382999,32,itemItemSum
6639,56184,0.8466240230247918,382999,33,itemItemSum
6640,322606,0.843274042711568,382999,34,itemItemSum
6641,109007,0.8052199863794017,382999,35,itemItemSum
6642,73258,0.760829614482694,382999,36,itemItemSum
6643,17104,0.7302967433402214,382999,37,itemItemSum
6644,244344,0.7014561079311283,382999,38,itemItemSum
6645,249323,0.6831300510639735,382999,39,itemItemSum
6646,171867,0.6590843014905492,382999,40,itemItemSum
6647,250168,0.6324555320336757,382999,41,itemItemSum
6648,301808,0.5710126022053036,382999,42,itemItemSum
6649,250822,0.5531737934554767,382999,43,itemItemSum
6650,58594,0.5163977794943222,382999,44,itemItemSum
6651,264932,0.5163977794943216,382999,45,itemItemSum
6652,250764,0.5073739753083459,382999,46,itemItemSum
6653,167763,0.38533530700881924,382999,47,itemItemSum
6654,328203,0.3135489614706152,382999,48,itemItemSum
6655,242722,0.2912876325017676,382999,49,itemItemSum
6656,254185,0.2665662909482169,382999,50,itemItemSum
6657,318203,1.7498705924730458,212609,1,itemItemSum
6658,272173,1.713062242041428,212609,2,itemItemSum
6659,433625,1.6824546982940476,212609,3,itemItemSum
6660,103136,1.665533179607178,212609,4,itemItemSum
6661,299873,1.6625045115718953,212609,5,itemItemSum
6662,65785,1.6571040472865328,212609,6,itemItemSum
6663,232501,1.6339167023854377,212609,7,itemItemSum
6664,367978,1.6322893972647448,212609,8,itemItemSum
6665,229984,1.6028142575794762,212609,9,itemItemSum
6666,456995,1.5968877477937087,212609,10,itemItemSum
6667,56184,1.5925543248497422,212609,11,itemItemSum
6668,517692,1.5419840945184127,212609,12,itemItemSum
6669,226044,1.5260920813169065,212609,13,itemItemSum
6670,376858,1.4987992681427278,212609,14,itemItemSum
6671,109007,1.4537965462876907,212609,15,itemItemSum
6672,73258,1.4531923312835973,212609,16,itemItemSum
6673,457033,1.39272397913847,212609,17,itemItemSum
6674,370031,1.3367907172335403,212609,18,itemItemSum
6675,250822,1.2020751784529142,212609,19,itemItemSum
6676,246834,1.1244305086527544,212609,20,itemItemSum
6677,166284,0.9036145491354396,212609,21,itemItemSum
6678,301808,0.8489320282745938,212609,22,itemItemSum
6679,250764,0.6884375801383703,212609,23,itemItemSum
6680,246835,0.6501575805907395,212609,24,itemItemSum
6681,358492,0.6324592370112039,212609,25,itemItemSum
6682,167763,0.5497294740874171,212609,26,itemItemSum
6683,288055,0.5490828238809706,212609,27,itemItemSum
6684,318510,0.28109140294711993,212609,28,itemItemSum
6685,204386,0.24917019136028423,212609,29,itemItemSum
6686,244175,0.20583948180731879,212609,30,itemItemSum
6687,123555,0.19795293106467537,212609,31,itemItemSum
6688,198711,0.17809384026550965,212609,32,itemItemSum
6689,261888,0.17253727160777171,212609,33,itemItemSum
6690,307684,0.1632088111285536,212609,34,itemItemSum
6691,223478,0.15014916794954075,212609,35,itemItemSum
6692,279997,0.14307839494008853,212609,36,itemItemSum
6693,232823,0.14037521651780532,212609,37,itemItemSum
6694,190690,0.13982393057417078,212609,38,itemItemSum
6695,217537,0.12733854793160831,212609,39,itemItemSum
6696,166279,0.12056108477261959,212609,40,itemItemSum
6697,328152,0.11993054200731015,212609,41,itemItemSum
6698,178156,0.11833209928940547,212609,42,itemItemSum
6699,243106,0.10642779824184408,212609,43,itemItemSum
6700,177984,0.10591209997248566,212609,44,itemItemSum
6701,309526,0.09553385800745329,212609,45,itemItemSum
6702,209719,0.09219274191234567,212609,46,itemItemSum
6703,147818,0.09030530274633211,212609,47,itemItemSum
6704,202941,0.08596191325033298,212609,48,itemItemSum
6705,211539,0.08403434137815363,212609,49,itemItemSum
6706,315653,0.08206743743930742,212609,50,itemItemSum
6707,216277,1.3503324437610973,80998,1,itemItemSum
6708,212298,1.2342441585334123,80998,2,itemItemSum
6709,184346,1.100805545818147,80998,3,itemItemSum
6710,253291,1.0751372039278773,80998,4,itemItemSum
6711,213066,1.0345985186321767,80998,5,itemItemSum
6712,71483,1.024742882806666,80998,6,itemItemSum
6713,179477,1.0110210404187288,80998,7,itemItemSum
6714,331143,1.0102096552639213,80998,8,itemItemSum
6715,94620,1.000069814633294,80998,9,itemItemSum
6716,17104,0.9961017431143894,80998,10,itemItemSum
6717,284323,0.9936216540213895,80998,11,itemItemSum
6718,222998,0.9818458901358275,80998,12,itemItemSum
6719,212118,0.9693393432076423,80998,13,itemItemSum
6720,202547,0.9660627463718179,80998,14,itemItemSum
6721,47057,0.9636287362512875,80998,15,itemItemSum
6722,211539,0.9523950007153785,80998,16,itemItemSum
6723,199303,0.9291964318918802,80998,17,itemItemSum
6724,163973,0.922440055413684,80998,18,itemItemSum
6725,203728,0.91568541488055,80998,19,itemItemSum
6726,271019,0.9090363175346872,80998,20,itemItemSum
6727,258994,0.9029453908093799,80998,21,itemItemSum
6728,244578,0.896570992483657,80998,22,itemItemSum
6729,265900,0.8718154356809521,80998,23,itemItemSum
6730,166112,0.868442112842262,80998,24,itemItemSum
6731,225076,0.8556082173231807,80998,25,itemItemSum
6732,250822,0.850534823133205,80998,26,itemItemSum
6733,218924,0.8483796685766986,80998,27,itemItemSum
6734,335566,0.8474186660370242,80998,28,itemItemSum
6735,306714,0.8451224448219573,80998,29,itemItemSum
6736,202648,0.8383995131545977,80998,30,itemItemSum
6737,232918,0.8383768436073425,80998,31,itemItemSum
6738,242722,0.8339356432769532,80998,32,itemItemSum
6739,269785,0.8256882664729479,80998,33,itemItemSum
6740,208461,0.8230211642133108,80998,34,itemItemSum
6741,249323,0.8202413452822982,80998,35,itemItemSum
6742,340753,0.8194855564533619,80998,36,itemItemSum
6743,265896,0.8146652555565332,80998,37,itemItemSum
6744,257713,0.7826351581274199,80998,38,itemItemSum
6745,162171,0.7730485667225748,80998,39,itemItemSum
6746,270685,0.7536638360129236,80998,40,itemItemSum
6747,171867,0.7494174015285318,80998,41,itemItemSum
6748,204386,0.7434152060615496,80998,42,itemItemSum
6749,214518,0.7428771880304582,80998,43,itemItemSum
6750,166279,0.6504103147802224,80998,44,itemItemSum
6751,198711,0.6467264509837822,80998,45,itemItemSum
6752,322606,0.6437198710709776,80998,46,itemItemSum
6753,193230,0.5819709416878394,80998,47,itemItemSum
6754,198884,0.5810922218604327,80998,48,itemItemSum
6755,250284,0.5580967159126723,80998,49,itemItemSum
6756,425199,0.5542217291490228,80998,50,itemItemSum
6757,238073,1.654492917016663,227607,1,itemItemSum
6758,326786,1.6331615077357027,227607,2,itemItemSum
6759,275011,1.5905213644645806,227607,3,itemItemSum
6760,279997,1.575031415262206,227607,4,itemItemSum
6761,310711,1.5060180864974626,227607,5,itemItemSum
6762,223478,1.446790011928474,227607,6,itemItemSum
6763,190690,1.4275716324421888,227607,7,itemItemSum
6764,244175,1.356921805314592,227607,8,itemItemSum
6765,290151,1.2661619908535577,227607,9,itemItemSum
6766,261888,1.1054888048505669,227607,10,itemItemSum
6767,225983,1.0913941845446877,227607,11,itemItemSum
6768,217537,1.0767436439405473,227607,12,itemItemSum
6769,223066,0.9625819491779425,227607,13,itemItemSum
6770,243106,0.9350865148168754,227607,14,itemItemSum
6771,164175,0.9222439638303703,227607,15,itemItemSum
6772,310390,0.8896471128636005,227607,16,itemItemSum
6773,163173,0.8857426051534726,227607,17,itemItemSum
6774,306178,0.8624817667563645,227607,18,itemItemSum
6775,228520,0.8320111508260097,227607,19,itemItemSum
6776,198711,0.7997694766912113,227607,20,itemItemSum
6777,249323,0.6870141425904079,227607,21,itemItemSum
6778,110156,0.48810326570228024,227607,22,itemItemSum
6779,250168,0.4611346658208295,227607,23,itemItemSum
6780,286386,0.4079229870756501,227607,24,itemItemSum
6781,202941,0.404717501370474,227607,25,itemItemSum
6782,348114,0.3892529451475112,227607,26,itemItemSum
6783,123820,0.3755409500453858,227607,27,itemItemSum
6784,184348,0.3564259594922165,227607,28,itemItemSum
6785,58495,0.30075847273102535,227607,29,itemItemSum
6786,249052,0.2625056568672758,227607,30,itemItemSum
6787,246546,0.24428613566455448,227607,31,itemItemSum
6788,170262,0.2273135666878707,227607,32,itemItemSum
6789,340753,0.1943368920565754,227607,33,itemItemSum
6790,181386,0.18059231775590412,227607,34,itemItemSum
6791,423872,0.17895528725135706,227607,35,itemItemSum
6792,209719,0.1736429851923182,227607,36,itemItemSum
6793,232823,0.17280880626581363,227607,37,itemItemSum
6794,328203,0.17280880626581363,227607,38,itemItemSum
6795,284512,0.16776424798971012,227607,39,itemItemSum
6796,254185,0.1660177838275754,227607,40,itemItemSum
6797,253289,0.16064981315537186,227607,41,itemItemSum
6798,166537,0.1585898760369352,227607,42,itemItemSum
6799,38932,0.15688369057491977,227607,43,itemItemSum
6800,64855,0.1558919699285148,227607,44,itemItemSum
6801,60227,0.154281171752399,227607,45,itemItemSum
6802,457033,0.154281171752399,227607,46,itemItemSum
6803,209963,0.15296619713392823,227607,47,itemItemSum
6804,214518,0.14849082004492986,227607,48,itemItemSum
6805,173566,0.14444336899560697,227607,49,itemItemSum
6806,163971,0.1432958690930267,227607,50,itemItemSum
6807,284323,1.8926645358150063,424680,1,itemItemSum
6808,199303,1.8440039433843203,424680,2,itemItemSum
6809,163973,1.8314042313155798,424680,3,itemItemSum
6810,345806,1.818108159185478,424680,4,itemItemSum
6811,166112,1.8029936318150086,424680,5,itemItemSum
6812,331143,1.7886503326733352,424680,6,itemItemSum
6813,258994,1.7847349143668458,424680,7,itemItemSum
6814,47057,1.7742918851774303,424680,8,itemItemSum
6815,202648,1.7430025078011089,424680,9,itemItemSum
6816,71483,1.7384439093782182,424680,10,itemItemSum
6817,202547,1.7384439093782182,424680,11,itemItemSum
6818,213066,1.7384439093782182,424680,12,itemItemSum
6819,253291,1.7384439093782182,424680,13,itemItemSum
6820,232918,1.6557999165996256,424680,14,itemItemSum
6821,306714,1.6044759111973979,424680,15,itemItemSum
6822,265896,1.5211384207059415,424680,16,itemItemSum
6823,160184,1.3743605845206306,424680,17,itemItemSum
6824,212298,1.2489576618018177,424680,18,itemItemSum
6825,216277,1.2324888928913222,424680,19,itemItemSum
6826,166279,1.2305532514730173,424680,20,itemItemSum
6827,198884,1.2054940515562593,424680,21,itemItemSum
6828,184346,1.1221607182229263,424680,22,itemItemSum
6829,340753,1.0645751311064582,424680,23,itemItemSum
6830,250284,0.9985002785071025,424680,24,itemItemSum
6831,322606,0.9162403896804208,424680,25,itemItemSum
6832,249323,0.8537942062719441,424680,26,itemItemSum
6833,17104,0.7934874534365977,424680,27,itemItemSum
6834,171867,0.7666114515812215,424680,28,itemItemSum
6835,250168,0.7603727977314552,424680,29,itemItemSum
6836,250282,0.7097167540709731,424680,30,itemItemSum
6837,264932,0.6664896144504087,424680,31,itemItemSum
6838,58594,0.561080359111463,424680,32,itemItemSum
6839,242722,0.5388142774951836,424680,33,itemItemSum
6840,244344,0.49143234452713475,424680,34,itemItemSum
6841,210661,0.484593920330358,424680,35,itemItemSum
6842,215640,0.38176156917368265,424680,36,itemItemSum
6843,178002,0.2813305339138483,424680,37,itemItemSum
6844,259452,0.20892622793517907,424680,38,itemItemSum
6845,423850,0.1887425886722793,424680,39,itemItemSum
6846,207825,0.18702420957594945,424680,40,itemItemSum
6847,110156,0.1770759370845485,424680,41,itemItemSum
6848,505119,0.1562937120286323,424680,42,itemItemSum
6849,315653,0.1540611116114152,424680,43,itemItemSum
6850,177984,0.146199380529563,424680,44,itemItemSum
6851,307684,0.1334611643488718,424680,45,itemItemSum
6852,318510,0.13333333333333366,424680,46,itemItemSum
6853,172700,0.13070104525672704,424680,47,itemItemSum
6854,250822,0.12483194948078716,424680,48,itemItemSum
6855,279511,0.11645925372284902,424680,49,itemItemSum
6856,219708,0.10481584173967028,424680,50,itemItemSum
6857,326786,0.9358196240255209,537179,1,itemItemSum
6858,279997,0.929536151307245,537179,2,itemItemSum
6859,173659,0.9094673101907844,537179,3,itemItemSum
6860,275011,0.9094673101907844,537179,4,itemItemSum
6861,223478,0.903221899469188,537179,5,itemItemSum
6862,244175,0.8679310309150905,537179,6,itemItemSum
6863,261888,0.7049648279941031,537179,7,itemItemSum
6864,217537,0.6991002396197566,537179,8,itemItemSum
6865,198711,0.6766286067326178,537179,9,itemItemSum
6866,228520,0.530086279331812,537179,10,itemItemSum
6867,162171,0.4387149585855635,537179,11,itemItemSum
6868,262317,0.33696214824092147,537179,12,itemItemSum
6869,110156,0.3103546159120101,537179,13,itemItemSum
6870,34207,0.31017688396609205,537179,14,itemItemSum
6871,277324,0.30270462766947315,537179,15,itemItemSum
6872,373409,0.2990237187935475,537179,16,itemItemSum
6873,58730,0.2944283642573743,537179,17,itemItemSum
6874,225076,0.2944283642573743,537179,18,itemItemSum
6875,216034,0.29388106228869393,537179,19,itemItemSum
6876,253727,0.24551101860318203,537179,20,itemItemSum
6877,264932,0.23272520262524687,537179,21,itemItemSum
6878,270685,0.22751354530447573,537179,22,itemItemSum
6879,232823,0.2258577856871375,537179,23,itemItemSum
6880,328203,0.2177929681122893,537179,24,itemItemSum
6881,253725,0.2062011502728025,537179,25,itemItemSum
6882,243271,0.19538741842779261,537179,26,itemItemSum
6883,310390,0.18959421851618935,537179,27,itemItemSum
6884,284512,0.17996449470999806,537179,28,itemItemSum
6885,166537,0.1782770397866577,537179,29,itemItemSum
6886,162998,0.17321656964320106,537179,30,itemItemSum
6887,290151,0.17218045940081403,537179,31,itemItemSum
6888,58495,0.1480126457363536,537179,32,itemItemSum
6889,59043,0.14615326671808568,537179,33,itemItemSum
6890,244578,0.14363077307629796,537179,34,itemItemSum
6891,246964,0.14363077307629796,537179,35,itemItemSum
6892,250286,0.1425789660290954,537179,36,itemItemSum
6893,203728,0.13942994621093463,537179,37,itemItemSum
6894,173566,0.1340633575865617,537179,38,itemItemSum
6895,249052,0.1336755349555143,537179,39,itemItemSum
6896,222261,0.13245688618881704,537179,40,itemItemSum
6897,243106,0.13201683874483136,537179,41,itemItemSum
6898,254185,0.12264812168246164,537179,42,itemItemSum
6899,216277,0.12085181917779947,537179,43,itemItemSum
6900,60227,0.12085181917779936,537179,44,itemItemSum
6901,457033,0.12085181917779936,537179,45,itemItemSum
6902,376858,0.11947583173134094,537179,46,itemItemSum
6903,259484,0.11910658144045025,537179,47,itemItemSum
6904,163971,0.11010037040719678,537179,48,itemItemSum
6905,214518,0.10969981495786024,537179,49,itemItemSum
6906,253289,0.10889648405614473,537179,50,itemItemSum
6907,123820,0.07568141932210547,121185,1,itemItemSum
6908,115415,0.07186290939855064,121185,2,itemItemSum
6909,146320,0.05348545139194495,121185,3,itemItemSum
6910,169601,0.05348545139194495,121185,4,itemItemSum
6911,170262,0.047477963100994836,121185,5,itemItemSum
6912,163973,0.045203456809977574,121185,6,itemItemSum
6913,59043,0.04160026966943654,121185,7,itemItemSum
6914,176535,0.02604659936502734,121185,8,itemItemSum
6915,220304,0.8171817997298081,177443,1,itemItemSum
6916,277324,0.7467173359717868,177443,2,itemItemSum
6917,58730,0.7168167037246918,177443,3,itemItemSum
6918,288055,0.71290976775777,177443,4,itemItemSum
6919,257713,0.6916902976473369,177443,5,itemItemSum
6920,270685,0.6895976432154369,177443,6,itemItemSum
6921,218924,0.6892137755344258,177443,7,itemItemSum
6922,269785,0.6842034976454788,177443,8,itemItemSum
6923,177981,0.6743541822745782,177443,9,itemItemSum
6924,318510,0.6711334906713836,177443,10,itemItemSum
6925,335566,0.6711334906713836,177443,11,itemItemSum
6926,208461,0.6671990243797205,177443,12,itemItemSum
6927,263386,0.6321992718997648,177443,13,itemItemSum
6928,217537,0.6006836610416139,177443,14,itemItemSum
6929,173566,0.5830732555911815,177443,15,itemItemSum
6930,212298,0.5552729055056542,177443,16,itemItemSum
6931,229164,0.5387539392393217,177443,17,itemItemSum
6932,184346,0.5125220556369886,177443,18,itemItemSum
6933,425199,0.5019123526965025,177443,19,itemItemSum
6934,370031,0.45827983308575876,177443,20,itemItemSum
6935,34765,0.4548550138778253,177443,21,itemItemSum
6936,242722,0.4370038201505357,177443,22,itemItemSum
6937,178156,0.3701972636137268,177443,23,itemItemSum
6938,253727,0.3416216008561859,177443,24,itemItemSum
6939,181386,0.340388008555709,177443,25,itemItemSum
6940,167763,0.2747939226721243,177443,26,itemItemSum
6941,85408,0.27293647971908974,177443,27,itemItemSum
6942,223066,0.267177142881123,177443,28,itemItemSum
6943,330149,0.25180475255149365,177443,29,itemItemSum
6944,247006,0.2139693927438779,177443,30,itemItemSum
6945,147780,0.20559771951964645,177443,31,itemItemSum
6946,292966,0.20559771951964645,177443,32,itemItemSum
6947,315657,0.20430510676771096,177443,33,itemItemSum
6948,86969,0.19070121402192122,177443,34,itemItemSum
6949,38932,0.18914977433172392,177443,35,itemItemSum
6950,199314,0.1867119936612193,177443,36,itemItemSum
6951,264072,0.18665510164516505,177443,37,itemItemSum
6952,162998,0.18341687339832885,177443,38,itemItemSum
6953,326786,0.17775546842267814,177443,39,itemItemSum
6954,301808,0.17466755953360347,177443,40,itemItemSum
6955,241759,0.1502126580164066,177443,41,itemItemSum
6956,164049,0.14537954166883205,177443,42,itemItemSum
6957,101022,0.145379541668832,177443,43,itemItemSum
6958,163176,0.145379541668832,177443,44,itemItemSum
6959,269816,0.145379541668832,177443,45,itemItemSum
6960,56184,0.13896282258726722,177443,46,itemItemSum
6961,304652,0.1341788190148559,177443,47,itemItemSum
6962,258994,0.12708302396418078,177443,48,itemItemSum
6963,62275,0.11515381384618589,177443,49,itemItemSum
6964,166673,0.10800197192750914,177443,50,itemItemSum
6965,173659,0.9701109335436164,329769,1,itemItemSum
6966,238073,0.9572633721337703,329769,2,itemItemSum
6967,279997,0.9372125371889029,329769,3,itemItemSum
6968,223478,0.9367822209424862,329769,4,itemItemSum
6969,244175,0.8981908054130947,329769,5,itemItemSum
6970,228520,0.8801958257258654,329769,6,itemItemSum
6971,41008,0.8744847850977409,329769,7,itemItemSum
6972,190690,0.872520926248763,329769,8,itemItemSum
6973,275011,0.872520926248763,329769,9,itemItemSum
6974,310711,0.872520926248763,329769,10,itemItemSum
6975,326786,0.872520926248763,329769,11,itemItemSum
6976,172700,0.8432131419053324,329769,12,itemItemSum
6977,164175,0.8400240168124825,329769,13,itemItemSum
6978,163173,0.7984219486610258,329769,14,itemItemSum
6979,198711,0.796990868521289,329769,15,itemItemSum
6980,261888,0.759664459006228,329769,16,itemItemSum
6981,217537,0.7209718995442946,329769,17,itemItemSum
6982,163176,0.6940012775233424,329769,18,itemItemSum
6983,430354,0.5190736526687546,329769,19,itemItemSum
6984,318510,0.5139598871286196,329769,20,itemItemSum
6985,218924,0.5095693452314243,329769,21,itemItemSum
6986,331143,0.49563471263259135,329769,22,itemItemSum
6987,373409,0.4950987733901343,329769,23,itemItemSum
